actorId,name,isFemale,categoryType,voiceAge,languageName,countryName,audioSampleLink
165,Xiaorui,True,Premium,Middle Aged,"Chinese (Mandarin, Simplified)","Mandarin, Simplified",https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/a0c3ed40-b373-425b-9990-628ab9e66083.mp3
166,Xiaoxua,True,,,"Chinese (Mandarin, Simplified)","Mandarin, Simplified",https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/81ab1843-f9f2-4505-98b6-45d778c34e1d.mp3
167,Xiaoyou,True,Premium,Youth,"Chinese (Mandarin, Simplified)","Mandarin, Simplified",https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/ca091f30-287d-4dad-8d52-8014607078ec.mp3
168,Yunxi  ,False,Premium,Middle Aged,"Chinese (Mandarin, Simplified)","Mandarin, Simplified",https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/c3d55971-61d6-463a-b544-1c5d1f3ce06e.mp3
169,Yunye  ,False,Premium,Middle Aged,"Chinese (Mandarin, Simplified)","Mandarin, Simplified",https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/ef73e370-7ce9-49f1-931a-70429bb83673.mp3
170,HiuGaai ,True,Premium,Middle Aged,"Chinese (Cantonese, Traditional)","Cantonese, Traditional",https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/969d27c4-9ae7-42da-bd01-63e82ecdfff5.mp3
171,WanLung  ,False,Premium,Middle Aged,"Chinese (Cantonese, Traditional)","Cantonese, Traditional",https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/919d0bed-851f-4eff-a51f-4fe59da955a4.mp3
172,HsiaoChe,True,,,"Chinese (Taiwanese Mandarin, Traditional)","Taiwanese Mandarin, Traditional",https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/d26c40a7-e798-480f-b7b6-77ff8507665a.mp3
173,HsiaoYu,True,,,"Chinese (Taiwanese Mandarin, Traditional)","Taiwanese Mandarin, Traditional",https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/a30994d9-4536-4f73-b2a9-d9e552c65cea.mp3
174,Yunjhe ,False,Premium,Middle Aged,"Chinese (Taiwanese Mandarin, Traditional)","Taiwanese Mandarin, Traditional",https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/84396651-dbe6-4f50-a819-86fd61274ff3.mp3
175,Nicholas,False,Premium,Middle Aged,"Serbian (Cyrillic, Serbia)","Cyrillic, Serbia",https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/Nicholas.mp3
176,Sophie,True,Premium,Middle Aged,"Serbian (Cyrillic, Serbia)","Cyrillic, Serbia",https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/Sophie.mp3
177,Abbi,True,Premium,Middle Aged,English (United Kingdom),United Kingdom,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/6725a819-df30-4b85-9766-5e2eca9362e5.mp3
178,Bella,True,Premium,Middle Aged,English (United Kingdom),United Kingdom,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/e4d05b4c-7397-4219-89b8-b1f497658e52.mp3
179,Hollie,True,Premium,Middle Aged,English (United Kingdom),United Kingdom,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/a6b3a912-a7b9-4356-8adb-acd252957145.mp3
180,Olivia,True,Premium,Middle Aged,English (United Kingdom),United Kingdom,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/dba00c32-8aac-45fd-a815-047dd8901f4c.mp3
181,Maisie,True,Premium,Youth,English (United Kingdom),United Kingdom,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/cf2ea697-6e1d-4c0e-94c9-9aad683ab8f6.mp3
182,Alfie,False,Premium,Middle Aged,English (United Kingdom),United Kingdom,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/ce0badf7-9869-4c3f-b341-d02a9467c642.mp3
183,Elliot,False,Premium,Elder,English (United Kingdom),United Kingdom,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/029068ad-98dc-4845-a7ea-62444b050ab0.mp3
184,Etha,False,Premium,Elder,English (United Kingdom),United Kingdom,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/b70f4fae-fd9b-4e17-b8a8-98a1cafca680.mp3
185,Noah,False,Premium,Middle Aged,English (United Kingdom),United Kingdom,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/e932d8f5-518c-4522-8569-cc5d861696c9.mp3
186,Oliver,False,Premium,Middle Aged,English (United Kingdom),United Kingdom,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/e3e4b7db-776e-4edc-a43a-9c03630500fb.mp3
187,Thomas,False,Premium,Middle Aged,English (United Kingdom),United Kingdom,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/f9246221-a752-4690-8c80-5bef0618c777.mp3
188,Brigitte,True,Premium,youth,French (France),France,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/b56b4470-11c7-4c72-ae59-31b57631eced.mp3
189,Celeste,True,Premium,Middle Aged,French (France),France,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/5c97324f-429d-4b1f-a452-fb3b460a915a.mp3
190,Coralie,True,Premium,Middle Aged,French (France),France,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/9eceb85e-383c-4259-b687-15f13f044ed3.mp3
191,Jacqueline ,True,Premium,Middle Aged,French (France),France,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/cd13d100-2db8-47f8-8bec-b00f70400b3a.mp3
192,Josephine ,True,Premium,Middle Aged,French (France),France,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/535a94af-1589-460c-bd6f-d66865e96da3.mp3
193,Yvette  ,True,Premium,Middle Aged,French (France),France,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/d3dac013-8c5e-4e35-ad2c-128aa66b6c15.mp3
194,eloise  ,True,Premium,Youth,French (France),France,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/87793850-bee7-4545-82cc-9a70e143a404.mp3
195,Alain ,False,Premium,Middle Aged,French (France),France,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/d219e431-37c3-4f04-a44e-efade1d84b5e.mp3
196,Claude ,False,Premium,Middle Aged,French (France),France,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/6c204612-5ee8-46c4-a3b1-47c34a54d213.mp3
197,Jerome ,False,Premium,Middle Aged,French (France),France,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/e161944a-ffd2-42b2-a7ae-48daf14bec15.mp3
198,Maurice,False,,,French (France),France,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/cb3f32ed-03da-4ac0-817c-7f472fbc698c.mp3
199,Yves ,False,Premium,Middle Aged,French (France),France,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/b3155014-d1db-4ca2-baab-a4c7297eab4a.mp3
200,Amala ,True,Premium,Middle Aged,German (Germany),Germany,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/172f3617-09e3-457b-a4b7-c6f7519992c7.mp3
201,Elke,True,,,German (Germany),Germany,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/3e454af6-8592-4bb8-90df-fbd8a80170d5.mp3
202,Klarissa,True,Premium,Middle Aged,German (Germany),Germany,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/4e69adf9-5abb-4041-8c49-14611f02428f.mp3
203,Louisa,True,Premium,Middle Aged,German (Germany),Germany,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/6c35c134-5901-442d-a33e-3361083c7afb.mp3
204,Maja,True,Premium,Middle Aged,German (Germany),Germany,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/485c56c7-d2aa-4a0a-acef-4d8633c48e2b.mp3
205,Tanja,True,Premium,Middle Aged,German (Germany),Germany,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/616a27d5-52f2-4b78-b90d-539d00523a2a.mp3
206,Gisela,True,Premium,Youth,German (Germany),Germany,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/bd741190-1680-49ba-8023-5e5c8438dba8.mp3
207,Bernd,False,Premium,Middle Aged,German (Germany),Germany,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/b657ca35-99cb-4472-ab82-83bd1c88efb9.mp3
208,Christoph,False,Premium,Middle Aged,German (Germany),Germany,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/56960e74-bdb3-4bea-b131-135727ddc587.mp3
209,Kasper,False,Premium,Middle Aged,German (Germany),Germany,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/83f57813-b642-409a-8347-36112c01263c.mp3
210,Killia,False,Premium,Middle Aged,German (Germany),Germany,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/50b2ea78-792c-4f57-8755-ffc5bcc5c2a7.mp3
211,Klaus,False,Premium,Middle Aged,German (Germany),Germany,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/e302e518-1604-44ec-971f-676be003be70.mp3
212,Ralf,False,Premium,Middle Aged,German (Germany),Germany,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/9c84ccde-2253-4c76-81fe-aa2b0c4751e5.mp3
213,Adri,True,Premium,Middle Aged,Afrikaans (South Africa),South Africa,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/56544238-88f5-492c-bf8b-776de487c712.mp3
214,Willem,False,Premium,Middle Aged,Afrikaans (South Africa),South Africa,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/2b73fd95-123c-4b6b-9e4d-604f1ad81104.mp3
215,Mekdes,True,Premium,Middle Aged,Amharic (Ethiopia),Ethiopia,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/10ef634c-7651-429f-88dc-54f232fb258e.mp3
216,Ameha,False,Premium,Middle Aged,Amharic (Ethiopia),Ethiopia,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/8adfb064-5b12-4d0f-be7b-9d8a6261680b.mp3
217,Amina,True,Premium,Middle Aged,Arabic (Algeria),Algeria,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/eca4a3a2-1d1e-4827-b4c9-b9ff711fe0cd.mp3
218,Ismael,False,Premium,Middle Aged,Arabic (Algeria),Algeria,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/217b3790-4952-4700-9515-b5701b5b0716.mp3
219,Laila,True,Premium,Middle Aged,Arabic (Bahrain),Bahrain,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/62fbb46b-47f0-4025-841f-f47f511f5484.mp3
220,Ali,False,Premium,Middle Aged,Arabic (Bahrain),Bahrain,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/284329c8-bd46-4841-b1b2-c39f14cb7984.mp3
221,Rana,True,Premium,Middle Aged,Arabic (Iraq),Iraq,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/25861694-bdd3-4636-91d3-f280baaa756a.mp3
222,Bassel,False,Premium,Middle Aged,Arabic (Iraq),Iraq,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/4439b246-1409-40ec-adfa-611f57945d60.mp3
223,Sana,True,Premium,Middle Aged,Arabic (Jordan),Jordan,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/a7e2cb63-d57d-48cc-8a57-576279d35712.mp3
224,Taim,False,Premium,Middle Aged,Arabic (Jordan),Jordan,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/c44c4a32-4069-40e8-a3e2-c80a7c8b484a.mp3
225,Noura,True,Premium,Middle Aged,Arabic (Kuwait),Kuwait,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/a6e23fe5-7655-425b-9eab-94423b193808.mp3
226,Fahed,False,Premium,Middle Aged,Arabic (Kuwait),Kuwait,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/2f1b73ab-1369-4267-9f33-0f7e55cb7c00.mp3
227,Ima,True,Premium,Middle Aged,Arabic (Libya),Libya,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/bdd70613-3f4c-49ff-9e48-c3aaac8a0d41.mp3
228,Omar,False,Premium,Middle Aged,Arabic (Libya),Libya,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/3663ca86-72d0-404e-be29-8ca2a6bab382.mp3
229,Mouna,True,Premium,Middle Aged,Arabic (Morocco),Morocco,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/41948dd5-1376-4e18-b8a9-2afdc53d6ce8.mp3
230,Jamal,False,Premium,Middle Aged,Arabic (Morocco),Morocco,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/27a587b1-1449-4792-a6dd-84b995b02089.mp3
231,Amal,True,Premium,Middle Aged,Arabic (Qatar),Qatar,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/54b08757-6f42-44cb-be1d-8358ff79fa78.mp3
232,Moaz,False,Premium,Middle Aged,Arabic (Qatar),Qatar,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/c45b4ff6-0fae-4382-ae5b-41190341ed09.mp3
233,Amany,True,Premium,Middle Aged,Arabic (Syria),Syria,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/93981fc0-abbf-487d-95ca-e558ed7d11bf.mp3
234,Laith,False,Premium,Middle Aged,Arabic (Syria),Syria,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/238e2105-aba4-4288-a887-34b5a638605c.mp3
235,Reem,True,Premium,Middle Aged,Arabic (Tunisia),Tunisia,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/a11c3552-9722-481a-981d-aae2093785f1.mp3
236,Hedi,False,Premium,Middle Aged,Arabic (Tunisia),Tunisia,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/c3aa8fc8-c206-48de-8ea8-05ebb76c1dd2.mp3
237,Fatima,True,Premium,Middle Aged,Arabic (United Arab Emirates),United Arab Emirates,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/4bb682f3-85f3-45b5-8e6d-58c363d2dabe.mp3
238,Hamda,False,Premium,Middle Aged,Arabic (United Arab Emirates),United Arab Emirates,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/4b45077f-0ee6-4af6-848e-bc9162ec7c41.mp3
239,Maryam,True,,,Arabic (Yemen),Yemen,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/35c81a98-f79e-4762-ad27-2ec79bbab4c5.mp3
240,Saleh,False,Premium,Middle Aged,Arabic (Yemen),Yemen,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/62360763-c582-4b02-961b-c3b397556604.mp3
241,Nabanita ,True,Premium,Middle Aged,Bangla (Bangladesh),Bangladesh,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/50e81419-2101-484f-9d42-95dcccb5b6ec.mp3
242,Pradeep,False,Premium,Middle Aged,Bangla (Bangladesh),Bangladesh,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/cd26fec6-b66f-455b-92c3-3f4ea39954d6.mp3
243,Tanishaa,True,,,Bengali (India),India,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/294af50c-6e6f-4e86-80c6-f74b245dbc15.mp3
244,Bashkar,False,Premium,Middle Aged,Bengali (India),India,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/687a8dac-5f6f-4349-84fc-e8059cbb44e0.mp3
245,Nilar ,True,Premium,Middle Aged,Burmese (Myanmar),Myanmar,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/7cd9c73b-1c69-4a1e-9294-b0098ec79b9e.mp3
246,Thiha,False,Premium,Middle Aged,Burmese (Myanmar),Myanmar,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/afe13c13-dc64-4c58-9ca0-0b6161cfc425.mp3
247,Xiaoche,True,,,"Chinese (Mandarin, Simplified)","Mandarin, Simplified",https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/98024fd6-6d6c-43e2-b24a-bdb0f6e8ba7f.mp3
248,Xiaoqiu,True,Premium,Middle Aged,"Chinese (Mandarin, Simplified)","Mandarin, Simplified",https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/f5c643ce-ad8f-49b8-baa8-2136fc7dae68.mp3
249,Xiaoshuang ,True,Premium,Youth,"Chinese (Mandarin, Simplified)","Mandarin, Simplified",https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/ca065b3e-bbbd-4abd-a39f-0ec1c7ac37b4.mp3
250,Xiaoya,True,,,"Chinese (Mandarin, Simplified)","Mandarin, Simplified",https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/260528d6-37d3-436c-8251-d97751b82db4.mp3
